wordPairs,English Translation,PairMeanConcreteness,clusters,assocStrength,MeanPairSimilarity,SD,min,max,median,range,skewness,Q1,Q3,primeWord,PrimeMeanConcreteness,SD,min,max,median,range,skewness,Q1,Q3,gramCat,nbletters,orthNeighbours,old20,FLP_RT,MegalexRT,MovieFrequency,BookFrequency,BlogFreqPm,TwitterFreqPm,NewsFreqPm,targetWord,TargetMeanConcreteness,SD,min,max,median,range,skewness,Q1,Q3,gramCat,nbletters,orthNeighbours,old20,FLP_RT,Megalex_RT,MovieFrequency,BookFrequency,BlogFreqPm,TwitterFreqPm,NewsFreqPm
rebelle-insoumis,rebel rogue,"3,00","1,00",NA,"4,53","1,67","1,00","7,00","5,00","6,00","-0,57","4,00","5,00",rebelle,"3,11","1,32","1,00","6,00","3,00","5,00","0,18","2,00","4,00",ADJ,"7,00","2,00","1,70","607,30","515,66","3,73","2,77","12,35","9,54","6,72",insoumis,"2,89","1,67","1,00","7,00","2,00","6,00","0,89","2,00","4,00",ADJ,"8,00","0,00","2,85",NA,NA,"0,17","0,95","0,88","0,33","0,41"
récompense-prime,reward bonus,"4,80","2,00","0,01","5,23","1,27","1,00","7,00","5,50","6,00","-1,72","5,00","6,00",récompense,"4,65","1,60","2,00","7,00","5,00","5,00","0,06","4,00","5,00",NOM,"10,00","2,00","2,05","687,00",NA,"18,39","8,31","10,44","7,84","11,72",prime,"4,94","1,80","1,00","7,00","5,00","6,00","-0,49","3,50","6,50",ADJ,"5,00","10,00","1,15","637,44","547,79","1,56","3,58","29,24","30,09","53,49"
réconciliation-rapprochement,reconciliation rapprochement,"3,28","1,00",NA,"4,51","1,54","1,00","7,00","5,00","6,00","-0,64","4,00","6,00",réconciliation,"3,17","1,72","1,00","7,00","3,00","6,00","0,55","2,00","4,25",NOM,"14,00","0,00","3,60","740,12",NA,"2,38","4,73","8,77","1,63","10,61",rapprochement,"3,40","1,50","1,00","7,00","4,00","6,00","-0,01","2,00","4,25",NOM,"13,00","0,00","3,15","675,88",NA,"1,66","6,55","10,13","5,82","17,89"
record-performance,record performance,"3,84","1,00",NA,"4,86","1,47","1,00","7,00","5,00","6,00","-0,80","4,00","6,00",record,"3,95","1,83","1,00","7,00","4,00","6,00","0,22","3,00","5,50",NOM,"6,00","4,00","1,75","550,38","505,76","10,14","3,11","17,56","45,48","87,54",performance,"3,72","1,88","1,00","7,00","3,50","6,00","0,35","2,00","5,00",NOM,"11,00","1,00","3,10","720,46",NA,"3,48","2,23","22,51","19,76","57,32"
recruter-engager,recruit hire,"3,76","1,00",NA,"5,72","1,21","1,00","7,00","6,00","6,00","-1,27","5,00","7,00",recruter,"3,80","1,54","1,00","7,00","4,00","6,00","-0,05","3,00","5,00",VER,"8,00","2,00","1,75","701,13","591,96","2,59","1,76","4,64","9,54","15,58",engager,"3,71","1,89","1,00","7,00","4,00","6,00","0,14","2,00","5,00",VER,"7,00","5,00","1,60","740,36","570,14","19,00","21,35","20,60","8,74","44,78"
rectangle-triangle,rectangle triangle,"6,26","3,00","0,02","2,61","1,71","1,00","6,00","2,00","5,00","0,49","1,00","4,00",rectangle,"6,56","0,84","3,00","7,00","7,00","4,00","-2,48","6,00","7,00",ADJ,"9,00","0,00","3,05","642,08","609,93","0,01","0,34","7,13","1,19","0,91",triangle,"5,95","1,61","1,00","7,00","7,00","6,00","-1,77","5,00","7,00",NOM,"8,00","0,00","2,40","623,64","550,60","3,42","10,68","7,37","4,12","5,26"
région-territoire,region territory,"4,91","2,00",NA,"4,59","1,47","1,00","7,00","5,00","6,00","-0,73","4,00","5,00",région,"4,88","1,72","1,00","7,00","5,00","6,00","-0,61","4,00","6,00",NOM,"6,00","1,00","1,90","619,58","548,27","25,80","39,05","120,91","63,14","261,73",territoire,"4,95","1,73","1,00","7,00","5,00","6,00","-0,74","4,00","6,00",NOM,"10,00","0,00","3,40","747,78",NA,"15,34","36,08","63,49","17,41","101,27"
relaxation-calme,relaxation calm,"3,70","1,00","0,01","5,38","1,57","1,00","7,00","6,00","6,00","-0,89","5,00","7,00",relaxation,"3,27","1,69","1,00","7,00","3,00","6,00","1,00","2,00","4,00",NOM,"10,00","0,00","3,20",NA,NA,"0,63","0,68","3,40","0,98","1,55",calme,"4,14","1,96","1,00","7,00","4,50","6,00","-0,16","2,00","6,00",ADJ,"5,00","9,00","1,20","577,87","491,86","58,78","65,81","56,57","69,18","52,79"
remède-antidote,remedy antidote,"4,76","2,00",NA,"5,60","1,44","1,00","7,00","6,00","6,00","-1,61","5,00","7,00",remède,"4,60","1,55","1,00","7,00","5,00","6,00","-0,37","4,00","6,00",NOM,"6,00","0,00","2,35","663,12","558,18","14,09","10,07","7,16","7,15","3,86",antidote,"4,91","2,02","1,00","7,00","5,00","6,00","-0,48","3,00","7,00",NOM,"8,00","0,00","2,50","743,13",NA,"4,38","1,08","2,00","1,16","1,11"
renoncer-abandonner,renounce abandon,"3,65","1,00",NA,"5,80","1,31","3,00","7,00","6,00","4,00","-1,01","5,00","7,00",renoncer,"3,67","1,76","1,00","7,00","4,00","6,00","0,28","2,00","5,00",VER,"8,00","3,00","1,70","637,76","565,31","15,23","21,55","15,90","5,06","25,43",abandonner,"3,62","1,79","1,00","7,00","4,00","6,00","0,35","2,00","4,75",VER,"10,00","2,00","1,85","638,46",NA,"28,37","27,70","25,63","10,33","20,84"
réponse-solution,response solution,"3,91","1,00",NA,"4,64","1,90","1,00","7,00","5,00","6,00","-0,63","4,00","6,00",réponse,"3,92","1,81","1,00","7,00","4,00","6,00","0,19","3,00","5,00",NOM,"7,00","1,00","1,95","588,80","494,94","79,19","83,72","124,74","197,92","111,80",solution,"3,91","1,80","1,00","7,00","4,00","6,00","0,21","3,00","5,00",NOM,"8,00","0,00","2,40","626,12","524,77","56,46","36,89","91,03","96,16","105,51"
réseau-toile,network grid,"4,61","2,00",NA,"3,93","1,92","1,00","7,00","4,00","6,00","-0,31","2,00","5,00",réseau,"3,43","1,58","1,00","7,00","3,00","6,00","0,18","3,00","4,00",NOM,"6,00","1,00","1,90","620,92","512,42","13,23","14,66","70,13","133,11","134,56",toile,"5,80","1,31","1,00","7,00","6,00","6,00","-1,46","5,00","7,00",NOM,"5,00","5,00","1,60","607,74","527,00","11,75","81,35","43,50","19,00","21,95"
respecter-estimer,to respect to value,"3,00","1,00",NA,"4,37","1,67","1,00","7,00","5,00","6,00","-0,51","3,00","6,00",respecter,"3,21","1,69","1,00","7,00","3,00","6,00","0,59","2,00","4,00",VER,"9,00","2,00","1,80","628,00","540,34","17,54","10,14","38,37","13,22","49,37",estimer,"2,79","1,56","1,00","7,00","2,00","6,00","1,15","2,00","4,00",VER,"7,00","2,00","1,80","708,27","551,97","2,37","3,18","5,40","2,31","6,66"
responsabilité-obligation,responsability obligation,"3,37","1,00",NA,"4,17","1,64","1,00","7,00","5,00","6,00","-0,43","3,00","5,00",responsabilité,"3,44","1,76","1,00","7,00","3,00","6,00","0,54","2,00","5,00",NOM,"14,00","0,00","4,10","745,00",NA,"26,04","18,11","50,84","13,33","82,63",obligation,"3,29","1,89","1,00","7,00","3,00","6,00","0,63","2,00","4,00",NOM,"10,00","0,00","2,85","681,50",NA,"6,66","9,12","26,63","10,08","43,75"
restaurer-réparer,restore repair,"4,32","2,00","0,07","4,94","1,80","1,00","7,00","5,00","6,00","-0,93","4,00","6,00",restaurer,"4,15","1,91","1,00","7,00","4,00","6,00","0,03","3,00","6,00",VER,"9,00","1,00","2,25","693,63","542,99","2,20","4,32","5,67","4,26","9,73",réparer,"4,48","1,79","1,00","7,00","5,00","6,00","-0,37","3,00","6,00",VER,"7,00","3,00","1,70","594,61","564,34","39,13","13,92","11,53","13,26","9,27"
résultat-effet,result effect,"3,48","1,00","0,01","4,00","1,88","1,00","7,00","5,00","6,00","-0,32","2,50","5,00",résultat,"4,00","1,46","1,00","7,00","4,00","6,00","-0,36","3,00","5,00",NOM,"8,00","0,00","2,30","599,96","534,10","25,15","27,43","123,40","68,85","133,31",effet,"2,96","1,53","1,00","7,00","3,00","6,00","0,69","2,00","4,00",NOM,"5,00","0,00","2,25","576,48","529,75","99,17","173,18","330,10","238,81","368,36"
réussite-succès,achievement success,"3,19","1,00",NA,"5,74","1,34","2,00","7,00","6,00","5,00","-1,37","5,00","7,00",réussite,"3,29","1,56","1,00","7,00","3,00","6,00","0,39","2,00","4,00",NOM,"8,00","0,00","2,15","685,71","571,49","8,80","18,18","39,31","35,98","50,30",succès,"3,10","1,61","1,00","7,00","3,00","6,00","0,48","2,00","4,00",NOM,"6,00","0,00","2,45","621,25","526,00","39,58","53,72","104,47","68,96","181,62"
rêveur-pensif,dreamer thoughtful,"3,16","1,00",NA,"4,93","1,52","1,00","7,00","5,00","6,00","-0,90","4,00","6,00",rêveur,"3,35","1,78","1,00","7,00","3,00","6,00","0,58","2,00","5,00",ADJ,"6,00","0,00","1,90","614,09","543,16","0,96","8,38","5,79","2,02","1,32",pensif,"2,97","1,82","1,00","7,00","3,00","6,00","0,82","1,50","4,00",ADJ,"6,00","0,00","1,95","679,22","606,62","0,58","5,95","1,00","0,33","0,12"
rire-ricaner,laugh giggle,"4,63","2,00","0,07","4,98","1,59","1,00","7,00","5,00","6,00","-0,58","4,00","6,00",rire,"4,76","1,81","1,00","7,00","5,00","6,00","-0,38","4,00","6,00",NOM,"4,00","20,00","1,00","560,12","520,01","22,80","112,57","100,95","187,12","25,25",ricaner,"4,51","1,53","2,00","7,00","4,00","5,00","-0,01","3,25","6,00",VER,"7,00","1,00","2,05","635,82","614,66","0,33","4,59","1,30","0,36","0,12"
rituel-coutume,ritual tradition,"3,59","1,00","0,07","5,29","1,56","1,00","7,00","6,00","6,00","-1,63","5,00","6,00",rituel,"3,78","1,77","1,00","7,00","4,00","6,00","0,03","2,00","5,00",ADJ,"6,00","0,00","2,10","658,05","582,84","1,82","4,39","13,80","2,75","4,59",coutume,"3,40","1,55","1,00","7,00","3,00","6,00","0,44","2,00","4,75",NOM,"7,00","2,00","1,85","632,88","556,06","7,27","17,03","12,38","3,18","6,25"
rivière-fleuve,river river,"6,17","3,00",NA,"4,39","1,90","1,00","7,00","4,50","6,00","-0,33","3,75","6,00",rivière,"6,38","0,81","4,00","7,00","7,00","3,00","-1,11","6,00","7,00",NOM,"7,00","2,00","1,90","690,00","557,37","28,17","36,49","23,87","5,64","14,18",fleuve,"5,96","1,38","1,00","7,00","6,00","6,00","-1,92","5,00","7,00",NOM,"6,00","3,00","1,80","600,71","529,70","19,81","39,32","20,54","4,44","10,61"
riz-semoule,rice semolina,"6,66","3,00",NA,"3,51","1,73","1,00","6,00","4,00","5,00","-0,20","2,00","5,00",riz,"6,69","0,57","5,00","7,00","7,00","2,00","-1,73","6,50","7,00",NOM,"3,00","7,00","1,55","616,96","530,02","18,49","17,70","51,08","19,65","6,78",semoule,"6,63","0,77","4,00","7,00","7,00","3,00","-2,10","7,00","7,00",NOM,"7,00","0,00","2,25","722,33","601,76","0,89","1,35","7,98","1,52","0,44"
robe-jupe,dress skirt,"6,55","3,00","0,08","4,33","1,89","1,00","7,00","5,00","6,00","-0,55","3,00","6,00",robe,"6,65","0,69","4,00","7,00","7,00","3,00","-2,20","6,50","7,00",NOM,"4,00","7,00","1,50","604,09","535,84","72,72","111,96","68,10","39,95","13,50",jupe,"6,45","0,94","2,00","7,00","7,00","5,00","-2,89","6,00","7,00",NOM,"4,00","5,00","1,65","555,80","525,60","10,12","34,05","20,69","16,44","2,43"
robinet-vanne,faucet valve,"5,44","2,00",NA,"4,39","1,66","1,00","7,00","5,00","6,00","-0,46","3,00","6,00",robinet,"6,61","0,64","5,00","7,00","7,00","2,00","-1,40","6,00","7,00",NOM,"7,00","0,00","2,65","646,96","550,45","5,12","13,65","5,22","3,00","4,12",vanne,"4,27","2,13","1,00","7,00","4,00","6,00","-0,12","2,25","6,00",NOM,"5,00","9,00","1,40","647,09","555,31","0,94","3,11","1,09","13,69","0,94"
roman-histoire,novel history,"5,05","2,00",NA,"4,80","1,38","1,00","7,00","5,00","6,00","-0,48","4,00","6,00",roman,"6,32","1,27","1,00","7,00","7,00","6,00","-2,72","6,00","7,00",ADJ,"5,00","3,00","1,60","638,96","517,87","1,09","6,15","212,43","24,17","30,43",histoire,"3,77","1,56","1,00","7,00","4,00","6,00","0,23","3,00","5,00",NOM,"8,00","0,00","2,75","657,00","487,15","295,32","292,23","584,25","283,31","259,31"
rourge-gorge-moineau,robin sparrow,"6,53","3,00",NA,"4,46","1,81","1,00","7,00","5,00","6,00","-0,56","3,25","6,00",rourge-gorge,"6,58","1,08","2,00","7,00","7,00","5,00","-3,13","7,00","7,00",NOM,"11,00","0,00","4,15",NA,NA,"0,30","0,68","0,64","0,18","0,06",moineau,"6,48","1,08","2,00","7,00","7,00","5,00","-3,14","7,00","7,00",NOM,"7,00","0,00","2,25","661,65","606,97","2,92","4,32","1,24","0,98","0,15"
ruban-corde,tape rope,"6,50","3,00",NA,"3,80","1,77","1,00","7,00","4,00","6,00","-0,01","2,00","5,00",ruban,"6,43","1,04","3,00","7,00","7,00","4,00","-2,09","6,00","7,00",NOM,"5,00","1,00","1,90","661,87","562,59","6,56","15,20","13,10","2,42","2,84",corde,"6,57","1,02","1,00","7,00","7,00","6,00","-3,94","6,00","7,00",NOM,"5,00","9,00","1,35","709,83","547,82","28,89","31,76","13,95","12,25","8,13"
rue-place,street square,"5,28","2,00",NA,"3,58","1,91","1,00","7,00","4,00","6,00","0,13","2,00","5,00",rue,"6,16","1,20","3,00","7,00","7,00","4,00","-1,18","6,00","7,00",NOM,"3,00","18,00","1,00","583,57","507,19","127,35","449,53","172,18","193,62","286,96",place,"4,40","1,64","1,00","7,00","4,00","6,00","-0,28","3,00","6,00",NOM,"5,00","6,00","1,35","587,64","519,46","280,54","437,97","484,48","449,98","799,03"
rugueux-granuleux,rough granular,"4,82","2,00",NA,"4,38","1,43","1,00","7,00","5,00","6,00","-0,44","4,00","5,00",rugueux,"4,97","1,96","1,00","7,00","6,00","6,00","-0,65","3,00","6,50",ADJ,"7,00","0,00","2,55","741,92","591,56","0,50","4,59","1,55","0,25","1,52",granuleux,"4,68","1,74","1,00","7,00","5,00","6,00","-0,72","4,00","6,00",ADJ,"9,00","0,00","2,75",NA,NA,"0,04","0,54","0,82","0,14","0,03"
rumeur-histoire,rumor history,"3,45","1,00",NA,"3,40","1,69","1,00","7,00","4,00","6,00","-0,04","2,00","5,00",rumeur,"3,13","1,73","1,00","7,00","3,00","6,00","0,59","2,00","4,00",NOM,"6,00","5,00","1,70","620,95","507,52","10,15","27,03","12,07","30,27","19,03",histoire,"3,77","1,56","1,00","7,00","4,00","6,00","0,23","3,00","5,00",NOM,"8,00","0,00","2,75","657,00","487,15","295,32","292,23","584,25","283,31","259,31"
sage-calme,wise calm,"3,57","1,00",NA,"5,23","1,20","3,00","7,00","5,00","4,00","-0,25","4,00","6,00",sage,"3,00","1,67","1,00","7,00","3,00","6,00","0,72","2,00","4,00",ADJ,"4,00","10,00","1,25","624,86","524,42","31,93","23,45","27,27","28,65","8,10",calme,"4,14","1,96","1,00","7,00","4,50","6,00","-0,16","2,00","6,00",ADJ,"5,00","9,00","1,20","577,87","491,86","58,78","65,81","56,57","69,18","52,79"
satire-critique,satire criticism,"3,29","1,00",NA,"4,77","1,51","1,00","7,00","5,00","6,00","-0,79","4,00","6,00",satire,"3,35","1,65","1,00","7,00","3,50","6,00","0,21","2,00","4,00",NOM,"6,00","3,00","1,80",NA,NA,"0,27","0,41","1,79","0,65","1,05",critique,"3,22","1,56","1,00","7,00","3,00","6,00","0,92","2,00","4,00",ADJ,"8,00","2,00","1,70","626,16","515,70","7,83","8,85","80,24","57,47","49,77"
sauvage-féroce,savage fierce,"3,13","1,00",NA,"4,29","1,95","1,00","7,00","5,00","6,00","-0,25","2,50","6,00",sauvage,"3,24","1,83","1,00","7,00","3,00","6,00","0,68","2,00","4,00",ADJ,"7,00","0,00","1,95","616,84","540,03","16,67","34,46","26,72","13,94","13,44",féroce,"3,02","1,61","1,00","7,00","3,00","6,00","0,91","2,00","4,00",ADJ,"6,00","0,00","2,05","629,20","555,65","4,39","12,30","6,95","0,76","4,30"
sauvetage-aide,rescue help,"4,26","2,00","0,11","5,30","1,47","1,00","7,00","5,50","6,00","-0,98","5,00","6,00",sauvetage,"5,00","1,47","2,00","7,00","5,00","5,00","-0,34","4,00","6,00",NOM,"9,00","0,00","2,80","647,50","560,44","8,20","3,45","10,92","3,40","37,41",aide,"3,51","1,74","1,00","7,00","3,00","6,00","0,43","2,00","5,00",NOM,"4,00","13,00","1,00","571,46","514,66","171,41","52,30","177,43","105,84","194,63"
science-savoir,science knowledge,"3,27","1,00","0,08","4,90","1,49","1,00","7,00","5,00","6,00","-1,06","4,00","6,00",science,"3,37","1,77","1,00","7,00","3,00","6,00","0,64","2,00","4,00",NOM,"7,00","0,00","2,50","746,57","557,38","25,28","24,93","59,00","20,92","15,87",savoir,"3,17","1,99","1,00","7,00","3,00","6,00","0,42","1,00","5,00",NOM,"6,00","4,00","1,70","724,24","518,60","37,27","40,95","331,59","286,24","235,66"
secrétaire-assistant,secretary assistant,"5,48","3,00","0,18","4,00","1,60","1,00","7,00","4,00","6,00","-0,15","3,00","5,00",secrétaire,"6,14","1,03","3,00","7,00","6,00","4,00","-1,15","5,50","7,00",NOM,"10,00","0,00","3,00","709,30",NA,"29,43","38,58","46,14","17,99","226,60",assistant,"4,82","1,63","1,00","7,00","5,00","6,00","-0,30","4,00","6,00",NOM,"9,00","2,00","1,90","698,23","587,23","15,70","5,14","6,10","12,07","7,48"
sécurité-paix,security peace,"2,95","1,00",NA,"3,39","1,91","1,00","7,00","3,00","6,00","0,18","2,00","5,00",sécurité,"3,10","1,80","1,00","7,00","3,00","6,00","0,43","1,50","4,50",NOM,"8,00","1,00","2,40","663,55","542,53","112,69","38,92","126,65","58,74","369,20",paix,"2,80","1,78","1,00","7,00","2,00","6,00","0,87","1,00","4,00",NOM,"4,00","7,00","1,65","590,00","503,87","144,86","103,72","104,17","40,28","68,83"
selle-siège,saddle seat,"6,36","3,00","0,02","3,87","1,92","1,00","7,00","5,00","6,00","-0,41","2,00","5,00",selle,"6,46","0,80","4,00","7,00","7,00","3,00","-1,39","6,00","7,00",NOM,"5,00","8,00","1,25","689,90","569,73","8,90","16,08","4,03","2,35","2,92",siège,"6,26","1,27","1,00","7,00","7,00","6,00","-2,02","5,00","7,00",NOM,"5,00","3,00","1,80","636,96","513,65","23,69","46,08","38,28","21,02","73,60"
sentiment-émotion,feeling emotion,"2,70","1,00","0,29","5,25","1,57","1,00","7,00","5,00","6,00","-0,77","4,00","7,00",sentiment,"2,58","1,68","1,00","7,00","2,00","6,00","1,22","1,00","3,50",NOM,"9,00","2,00","2,15","597,33","507,99","36,87","106,42","78,81","18,93","68,19",émotion,"2,82","1,53","1,00","7,00","2,50","6,00","0,75","2,00","4,00",NOM,"7,00","0,00","2,20","636,84","538,16","14,03","47,97","39,22","20,12","39,87"
serrure-cadenas,lock padlock,"6,58","3,00",NA,"4,73","1,64","1,00","7,00","5,00","6,00","-1,00","4,00","6,00",serrure,"6,50","0,78","4,00","7,00","7,00","3,00","-1,51","6,00","7,00",NOM,"7,00","1,00","2,05","675,26","550,74","7,40","16,08","2,49","1,70","1,11",cadenas,"6,67","0,63","4,00","7,00","7,00","3,00","-2,47","6,00","7,00",NOM,"7,00","0,00","2,10","789,96","586,23","2,10","2,43","1,46","1,59","0,85"
service-travail,service work,"4,05","2,00","0,05","2,86","1,54","1,00","6,00","3,00","5,00","0,29","1,00","4,00",service,"3,63","1,50","1,00","7,00","4,00","6,00","0,01","3,00","5,00",NOM,"7,00","1,00","1,85","611,09","520,84","156,00","106,28","172,36","206,69","269,54",travail,"4,46","1,89","1,00","7,00","4,00","6,00","0,01","3,00","6,00",NOM,"7,00","1,00","2,00","627,25","506,06","367,43","223,99","445,44","256,90","481,29"
serviette-torchon,towel napkin,"6,56","3,00",NA,"5,04","1,56","1,00","7,00","5,00","6,00","-1,06","4,25","6,00",serviette,"6,71","0,61","5,00","7,00","7,00","2,00","-2,01","7,00","7,00",NOM,"9,00","0,00","2,80","584,32","532,55","17,16","26,62","6,67","4,12","1,87",torchon,"6,41","1,24","1,00","7,00","7,00","6,00","-3,39","6,00","7,00",NOM,"7,00","0,00","1,95","672,88","581,14","2,95","7,23","7,04","2,60","1,32"
sexisme-racisme,sexism racism,"3,65","1,00","0,04","3,40","1,90","1,00","7,00","4,00","6,00","-0,01","1,25","5,00",sexisme,"3,44","1,95","1,00","7,00","3,00","6,00","0,36","2,00","5,00",NOM,"7,00","1,00","2,50",NA,NA,"0,39","0,20","3,61","2,60","0,67",racisme,"3,86","2,07","1,00","7,00","4,00","6,00","-0,07","2,00","6,00",ADV,"7,00","1,00","1,90","609,83","538,51","0,00","0,07","28,36","8,45","16,05"
signal-indice,signal clue,"4,42","2,00",NA,"3,20","1,71","1,00","6,00","3,00","5,00","-0,04","1,00","5,00",signal,"4,43","1,56","1,00","7,00","4,50","6,00","-0,31","3,75","6,00",NOM,"6,00","1,00","1,75","578,58","513,41","33,98","18,72","12,29","6,79","19,44",indice,"4,41","1,79","1,00","7,00","4,00","6,00","-0,20","3,00","6,00",NOM,"6,00","1,00","1,85","659,54","534,86","13,29","4,66","17,87","17,92","70,23"
singe-primate,monkey primate,"6,05","3,00","0,05","5,45","1,40","2,00","7,00","6,00","5,00","-0,93","5,00","6,00",singe,"6,73","0,61","4,00","7,00","7,00","3,00","-2,94","7,00","7,00",NOM,"5,00","5,00","1,55","594,08","500,68","21,59","15,00","8,95","6,61","1,78",primate,"5,36","1,80","1,00","7,00","6,00","6,00","-0,93","4,00","7,00",NOM,"7,00","1,00","1,90",NA,NA,"0,72","0,61","0,82","0,40","0,18"
soi-être,self being,"2,61","1,00",NA,"4,88","1,50","1,00","7,00","5,00","6,00","-0,92","4,00","6,00",soi,"2,84","1,77","1,00","7,00","2,00","6,00","0,70","1,00","4,00",NOM,"3,00","14,00","1,00","646,50","549,73","0,28","0,00","113,24","50,10","35,04",être,"2,38","1,66","1,00","7,00","2,00","6,00","0,99","1,00","4,00",AUX,"4,00","1,00","1,85","622,96","494,28","725,09","685,47","1876,02","1750,51","1690,94"
solaire-lunaire,solar lunar,"3,20","1,00","0,04","3,98","2,09","1,00","7,00","4,00","6,00","-0,10","2,00","5,00",solaire,"3,40","1,61","1,00","6,00","3,50","5,00","0,00","2,00","4,00",ADJ,"7,00","3,00","1,75","706,15","576,66","7,04","6,49","19,72","8,81","17,74",lunaire,"3,00","1,56","1,00","7,00","3,00","6,00","0,70","2,00","4,00",ADJ,"7,00","1,00","2,25","716,83","616,53","3,58","3,78","4,16","1,81","1,99"
soleil-lune,sun moon,"6,49","3,00","0,23","3,03","1,97","1,00","7,00","2,50","6,00","0,40","1,00","5,00",soleil,"6,63","0,71","4,00","7,00","7,00","3,00","-2,14","6,25","7,00",NOM,"6,00","0,00","2,55","589,08","494,57","120,72","328,78","172,70","211,68","41,68",lune,"6,35","1,09","3,00","7,00","7,00","4,00","-2,00","6,00","7,00",NOM,"4,00","10,00","1,25","639,83","536,52","58,29","63,24","53,57","25,76","12,28"
solitude-isolement,loneliness isolation,"3,44","1,00",NA,"5,11","1,51","1,00","7,00","5,00","6,00","-1,31","5,00","6,00",solitude,"3,58","2,04","1,00","7,00","3,00","6,00","0,43","2,00","5,00",NOM,"8,00","0,00","2,85","677,04","522,86","19,48","66,96","32,28","11,09","7,10",isolement,"3,30","1,61","1,00","7,00","3,00","6,00","0,72","2,00","4,00",NOM,"9,00","1,00","2,50","686,50","600,90","5,63","7,91","9,65","1,70","9,70"
sorcier-magicien,wizard magician,"4,91","2,00","0,07","5,12","1,66","1,00","7,00","5,00","6,00","-0,91","4,00","6,00",sorcier,"4,62","1,73","1,00","7,00","5,00","6,00","-0,40","3,00","6,00",ADJ,"7,00","2,00","1,80","658,76","557,03","3,07","1,55","5,76","3,32","2,05",magicien,"5,20","1,68","1,00","7,00","5,00","6,00","-1,02","5,00","7,00",NOM,"8,00","0,00","2,65","585,88","531,39","12,07","2,77","7,07","3,97","2,34"
soucoupe-assiette,saucer plate,"6,25","3,00","0,10","3,96","1,71","1,00","7,00","4,00","6,00","-0,43","3,00","5,00",soucoupe,"5,90","1,28","1,00","7,00","6,00","6,00","-1,90","6,00","7,00",NOM,"8,00","0,00","2,85","664,92","660,01","2,92","5,95","1,70","1,26","0,32",assiette,"6,59","1,22","2,00","7,00","7,00","5,00","-4,14","7,00","7,00",NOM,"8,00","0,00","2,55","685,33","511,14","14,88","36,28","29,46","9,72","14,56"
souffle-air,breath air,"4,92","2,00","0,23","4,95","1,53","1,00","7,00","5,00","6,00","-0,83","4,00","6,00",souffle,"5,13","1,70","1,00","7,00","6,00","6,00","-0,97","4,00","6,00",NOM,"7,00","3,00","1,60","668,48","537,32","26,55","93,18","47,44","20,70","27,88",air,"4,71","1,92","1,00","7,00","5,00","6,00","-0,36","3,50","6,50",NOM,"3,00","8,00","1,30","614,67","539,45","473,50","661,01","236,61","343,02","141,02"
soulagement-apaisement,relief appeasement,"3,46","1,00",NA,"5,60","1,31","1,00","7,00","6,00","6,00","-1,40","5,00","6,00",soulagement,"3,64","1,72","1,00","7,00","3,00","6,00","0,20","2,00","5,00",NOM,"11,00","0,00","2,60","682,46",NA,"4,84","21,22","9,80","3,87","14,18",apaisement,"3,27","1,51","1,00","7,00","3,00","6,00","0,38","2,00","4,00",NOM,"10,00","0,00","2,30","798,50",NA,"0,46","6,69","3,82","0,61","8,51"
sourire-grimace,smile grimace,"5,14","2,00",NA,"2,96","1,84","1,00","7,00","3,00","6,00","0,57","1,00","4,00",sourire,"4,87","1,82","1,00","7,00","5,00","6,00","-0,45","4,00","7,00",NOM,"7,00","4,00","1,70","601,63","543,41","33,79","196,55","103,11","54,87","44,69",grimace,"5,40","1,92","1,00","7,00","6,00","6,00","-1,09","5,00","7,00",NOM,"7,00","2,00","1,75","631,96","571,79","2,28","22,57","3,31","1,77","1,78"
spiritualité-religion,spirituality religion,"2,22","1,00","0,27","4,82","1,65","1,00","7,00","5,00","6,00","-1,07","4,00","6,00",spiritualité,"1,81","1,00","1,00","5,00","2,00","4,00","1,29","1,00","2,00",NOM,"12,00","1,00","3,45","809,29",NA,"0,79","1,08","7,49","0,94","1,05",religion,"2,63","1,78","1,00","7,00","2,00","6,00","0,83","1,00","4,00",NOM,"8,00","0,00","2,80","679,27","553,67","22,86","30,88","83,85","14,02","19,61"
stable-équilibre,stable balance,"3,17","1,00",NA,"5,55","1,36","1,00","7,00","6,00","6,00","-1,22","5,00","7,00",stable,"3,14","1,69","1,00","7,00","3,00","6,00","0,54","2,00","4,00",ADJ,"6,00","2,00","1,75","699,43","566,22","8,67","3,78","12,35","13,47","34,34",équilibre,"3,21","1,58","1,00","7,00","3,00","6,00","0,46","2,00","4,00",NOM,"9,00","2,00","2,15","635,33","531,82","10,53","39,05","46,84","11,23","54,98"
substance-matière,substance material,"4,07","2,00","0,05","4,80","1,54","1,00","7,00","5,00","6,00","-0,83","4,00","6,00",substance,"3,82","1,73","1,00","7,00","4,00","6,00","-0,07","2,00","5,00",NOM,"9,00","0,00","2,80","692,72","583,27","6,60","12,84","14,92","2,53","14,00",matière,"4,32","2,08","1,00","7,00","5,00","6,00","-0,34","2,00","6,00",NOM,"7,00","2,00","1,85","697,70","547,15","14,20","49,80","112,45","35,26","124,04"
